Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:15400000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;datains;dataalt;respalt;tecnico;medidorvazao
15400000;2;09/08/1973;01/01/1900 07:00:00;120;567;6771;9836;1422,00;0,688;6,92;;;;;0;
15400000;2;26/07/1973;01/01/1900 07:00:00;118;700;11243;11590;1419,00;0,970;8,16;;;;;0;
15400000;2;26/07/1973;01/01/1900 07:00:00;119;700;11082;11552;1419,00;0,959;8,14;;;;;0;
15400000;2;02/06/1973;01/01/1900 07:00:00;117;1100;17488;15244;1446,00;1,147;10,54;;;;;0;
15400000;2;22/05/1973;01/01/1900 07:00:00;116;1225;21844;16384;1453,00;1,333;11,28;;;;;0;
15400000;2;23/03/1973;01/01/1900 07:00:00;114;1538;37005;23366;1462,00;1,583;15,98;;;;;0;
15400000;2;23/03/1973;01/01/1900 07:00:00;115;1537;35934;22964;1462,00;1,564;15,71;;;;;0;
15400000;2;02/02/1973;01/01/1900 07:00:00;112;1339;32413;20193;1433,00;1,605;14,09;;;;;0;
15400000;2;02/02/1973;01/01/1900 07:00:00;113;1338;32593;20439;1433,00;1,594;14,26;;;;;0;
15400000;2;01/02/1973;01/01/1900 07:00:00;110;1325;31349;20658;1434,00;1,517;14,40;;;;;0;
15400000;2;01/02/1973;01/01/1900 07:00:00;111;1328;30069;20653;1434,00;1,455;14,39;;;;;0;
15400000;2;03/01/1973;01/01/1900 07:00:00;108;1143;27150;19159;1440,00;1,417;13,30;;;;;0;
15400000;2;03/01/1973;01/01/1900 07:00:00;109;1141;24833;18639;1440,00;1,332;12,94;;;;;0;
15400000;2;02/12/1972;01/01/1900 07:00:00;106;889;15901;14861;1409,00;1,070;10,54;;;;;0;
15400000;2;02/12/1972;01/01/1900 07:00:00;107;887;16298;14812;1409,00;1,100;10,50;;;;;0;
15400000;2;01/12/1972;01/01/1900 07:00:00;104;908;16330;14870;1410,00;1,098;10,54;;;;;0;
15400000;2;01/12/1972;01/01/1900 07:00:00;105;903;16704;15376;1410,00;1,086;10,90;;;;;0;
15400000;2;04/11/1972;01/01/1900 07:00:00;102;502;7549;9350;1426,00;0,807;6,55;;;;;0;
15400000;2;04/11/1972;01/01/1900 07:00:00;103;502;7331;9294;1426,00;0,788;6,51;;;;;0;
15400000;2;02/10/1972;01/01/1900 07:00:00;100;648;11217;11944;1436,00;0,939;8,31;;;;;0;
15400000;2;02/10/1972;01/01/1900 07:00:00;101;644;11110;11935;1431,00;0,930;8,34;;;;;0;
15400000;2;01/10/1972;01/01/1900 07:00:00;98;686;11719;11958;1436,00;0,979;8,32;;;;;0;
15400000;2;01/10/1972;01/01/1900 07:00:00;99;675;11573;12092;1434,00;0,957;8,43;;;;;0;
15400000;2;01/09/1972;01/01/1900 07:00:00;96;522;8096;9655;1402,00;0,838;6,88;;;;;0;
15400000;2;01/09/1972;01/01/1900 07:00:00;97;526;8265;9371;1402,00;0,881;6,68;;;;;0;
15400000;2;03/08/1972;01/01/1900 07:00:00;94;497;8086;9157;1402,00;0,883;6,53;;;;;0;
15400000;2;03/08/1972;01/01/1900 07:00:00;95;495;7794;9636;1402,00;0,808;6,87;;;;;0;
15400000;2;02/08/1972;01/01/1900 07:00:00;92;512;7969;9329;1406,00;0,854;6,63;;;;;0;
15400000;2;02/08/1972;01/01/1900 07:00:00;93;509;7976;9395;1406,00;0,849;6,68;;;;;0;
15400000;2;24/07/1972;01/01/1900 07:00:00;90;492;7747;8937;1411,00;0,866;6,33;;;;;0;
15400000;2;24/07/1972;01/01/1900 07:00:00;91;492;8013;9081;1410,00;0,882;6,44;;;;;0;
15400000;2;23/06/1972;01/01/1900 07:00:00;88;944;18168;14596;1409,00;1,244;10,35;;;;;0;
15400000;2;23/06/1972;01/01/1900 07:00:00;89;944;17328;14035;1443,00;1,234;9,72;;;;;0;
15400000;2;05/06/1972;01/01/1900 07:00:00;86;965;18261;14034;1439,00;1,301;9,75;;;;;0;
15400000;2;05/06/1972;01/01/1900 07:00:00;87;963;19268;14235;1424,00;1,353;9,99;;;;;0;
15400000;2;31/05/1972;01/01/1900 07:00:00;84;954;18942;13851;1431,00;1,367;9,67;;;;;0;
15400000;2;31/05/1972;01/01/1900 07:00:00;85;956;18704;14561;1436,00;1,284;10,14;;;;;0;
15400000;2;12/05/1972;01/01/1900 07:00:00;82;1140;22613;15807;1418,00;1,430;11,14;;;;;0;
15400000;2;12/05/1972;01/01/1900 07:00:00;83;1138;21921;15813;1417,00;1,386;11,16;;;;;0;
15400000;2;13/04/1972;01/01/1900 07:00:00;80;1500;34239;20256;1412,00;1,690;14,34;;;;;0;
15400000;2;13/04/1972;01/01/1900 07:00:00;81;1499;34697;21515;1409,00;1,612;15,27;;;;;0;
15400000;2;12/04/1972;01/01/1900 07:00:00;78;1499;33585;21262;1399,00;1,579;15,20;;;;;0;
15400000;2;12/04/1972;01/01/1900 07:00:00;79;1502;33522;21512;1413,00;1,558;15,22;;;;;0;
15400000;2;27/02/1972;01/01/1900 07:00:00;76;1403;30511;20681;1434,00;1,475;14,42;;;;;0;
15400000;2;27/02/1972;01/01/1900 07:00:00;77;1408;32022;21186;1437,00;1,511;14,74;;;;;0;
15400000;2;22/02/1972;01/01/1900 07:00:00;74;1334;26066;19871;1422,00;1,311;13,97;;;;;0;
15400000;2;22/02/1972;01/01/1900 07:00:00;75;1338;29397;20573;1425,00;1,428;14,44;;;;;0;
15400000;2;19/01/1972;01/01/1900 07:00:00;72;1057;21093;16973;1419,00;1,242;11,96;;;;;0;
15400000;2;19/01/1972;01/01/1900 07:00:00;73;1054;21283;16984;1417,00;1,253;11,98;;;;;0;
15400000;2;17/01/1972;01/01/1900 07:00:00;70;1082;22757;17844;1450,00;1,275;12,30;;;;;0;
15400000;2;17/01/1972;01/01/1900 07:00:00;71;1079;20724;17944;1450,00;1,154;12,37;;;;;0;
15400000;2;02/12/1971;01/01/1900 07:00:00;68;611;9281;10296;1324,00;0,901;7,77;;;;;0;
15400000;2;02/12/1971;01/01/1900 07:00:00;69;611;9385;10351;1324,00;0,906;7,81;;;;;0;
15400000;2;01/12/1971;01/01/1900 07:00:00;66;614;9723;10330;1324,00;0,941;7,80;;;;;0;
15400000;2;01/12/1971;01/01/1900 07:00:00;67;612;9719;10508;1324,00;0,924;7,93;;;;;0;
15400000;2;09/11/1971;01/01/1900 07:00:00;64;614;9547;10272;1319,00;0,929;7,79;;;;;0;
15400000;2;09/11/1971;01/01/1900 07:00:00;65;613;9405;10219;1319,00;0,920;7,75;;;;;0;
15400000;2;12/10/1971;01/01/1900 07:00:00;62;511;8101;8964;1317,00;0,903;6,80;;;;;0;
15400000;2;12/10/1971;01/01/1900 07:00:00;63;512;8376;9634;1317,00;0,869;7,31;;;;;0;
15400000;2;16/09/1971;01/01/1900 07:00:00;60;253;4055;5381;1308,00;0,753;4,11;;;;;0;
15400000;2;16/09/1971;01/01/1900 07:00:00;61;253;4030;5419;1308,00;0,743;4,14;;;;;0;
15400000;2;09/09/1971;01/01/1900 07:00:00;58;319;4788;6323;1314,00;0,757;4,81;;;;;0;
15400000;2;09/09/1971;01/01/1900 07:00:00;59;317;4715;6240;1314,00;0,755;4,75;;;;;0;
15400000;2;08/09/1971;01/01/1900 07:00:00;57;340;5043;6563;1313,00;0,768;4,99;;;;;0;
15400000;2;20/08/1971;01/01/1900 07:00:00;55;315;4630;6102;1302,00;0,758;4,68;;;;;0;
15400000;2;20/08/1971;01/01/1900 07:00:00;56;314;4607;6126;1302,00;0,751;4,70;;;;;0;
15400000;2;19/08/1971;01/01/1900 07:00:00;54;320;4674;6140;1302,00;0,761;4,71;;;;;0;
15400000;2;12/08/1971;01/01/1900 07:00:00;52;339;4730;6336;1309,00;0,746;4,84;;;;;0;
15400000;2;12/08/1971;01/01/1900 07:00:00;53;337;4795;6477;1309,00;0,740;4,94;;;;;0;
15400000;2;11/08/1971;01/01/1900 07:00:00;51;348;5014;6752;1305,00;0,742;5,17;;;;;0;
15400000;2;31/07/1971;01/01/1900 07:00:00;50;346;4786;6274;1307,00;0,762;4,79;;;;;0;
15400000;2;10/07/1971;01/01/1900 07:00:00;48;623;9265;9372;1320,00;0,988;7,09;;;;;0;
15400000;2;10/07/1971;01/01/1900 07:00:00;49;623;9759;10022;1320,00;0,973;7,59;;;;;0;
15400000;2;05/07/1971;01/01/1900 07:00:00;47;602;9610;9398;1321,00;1,022;7,11;;;;;0;
15400000;2;30/06/1971;01/01/1900 07:00:00;46;566;8954;9336;1318,00;0,959;7,08;;;;;0;
15400000;2;24/06/1971;01/01/1900 07:00:00;44;555;8359;8825;1314,00;0,947;6,71;;;;;0;
15400000;2;24/06/1971;01/01/1900 07:00:00;45;552;8166;9042;1314,00;0,903;6,88;;;;;0;
15400000;2;23/06/1971;01/01/1900 07:00:00;43;568;8354;9276;1316,00;0,900;7,05;;;;;0;
15400000;2;08/06/1971;01/01/1900 07:00:00;42;723;11162;10514;1321,00;1,061;7,96;;;;;0;
15400000;2;31/05/1971;01/01/1900 07:00:00;40;774;12329;11209;1327,00;1,099;8,44;;;;;0;
15400000;2;31/05/1971;01/01/1900 07:00:00;41;774;12101;11018;1327,00;1,098;8,30;;;;;0;
15400000;2;15/05/1971;01/01/1900 07:00:00;38;978;16659;12681;1333,00;1,313;9,51;;;;;0;
15400000;2;15/05/1971;01/01/1900 07:00:00;39;970;16470;12921;1333,00;1,274;9,69;;;;;0;
15400000;2;14/05/1971;01/01/1900 07:00:00;37;1005;16643;13037;1331,00;1,276;9,79;;;;;0;
15400000;2;06/05/1971;01/01/1900 07:00:00;36;1137;21117;15769;1340,00;1,339;11,76;;;;;0;
15400000;2;24/04/1971;01/01/1900 07:00:00;35;1246;25049;17035;1335,00;1,470;12,75;;;;;0;
15400000;2;23/04/1971;01/01/1900 07:00:00;33;1247;25034;17133;1347,00;1,461;12,71;;;;;0;
15400000;2;23/04/1971;01/01/1900 07:00:00;34;1248;25006;16501;1347,00;1,515;12,25;;;;;0;
15400000;2;20/04/1971;01/01/1900 07:00:00;32;1239;24005;16514;1348,00;1,453;12,25;;;;;0;
15400000;2;15/04/1971;01/01/1900 07:00:00;31;1255;23393;17089;1345,00;1,368;12,70;;;;;0;
15400000;2;14/04/1971;01/01/1900 07:00:00;30;1271;24356;17149;1344,00;1,420;12,75;;;;;0;
15400000;2;11/04/1971;01/01/1900 07:00:00;29;1307;26367;17884;1349,00;1,474;13,25;;;;;0;
15400000;2;10/04/1971;01/01/1900 07:00:00;28;1316;25248;17848;1349,00;1,414;13,22;;;;;0;
15400000;2;05/04/1971;01/01/1900 07:00:00;27;1365;27708;18165;1351,00;1,525;13,44;;;;;0;
15400000;2;03/04/1971;01/01/1900 07:00:00;26;1383;27984;18897;1352,00;1,480;13,97;;;;;0;
15400000;2;21/03/1971;01/01/1900 07:00:00;25;1424;30824;20171;1362,00;1,528;14,81;;;;;0;
15400000;2;17/03/1971;01/01/1900 07:00:00;24;1427;29262;19464;1355,00;1,503;14,36;;;;;0;
15400000;2;09/03/1971;01/01/1900 07:00:00;23;1481;33652;21442;1365,00;1,569;15,70;;;;;0;
15400000;2;04/03/1971;01/01/1900 07:00:00;22;1480;33343;20763;1360,00;1,605;15,26;;;;;0;
15400000;2;26/02/1971;01/01/1900 07:00:00;21;1453;31187;20706;1363,00;1,506;15,18;;;;;0;
15400000;2;20/02/1971;01/01/1900 07:00:00;20;1422;32651;20538;1360,00;1,589;15,10;;;;;0;
15400000;2;09/02/1971;01/01/1900 07:00:00;19;1313;28263;19285;1354,00;1,465;14,24;;;;;0;
15400000;2;05/02/1971;01/01/1900 07:00:00;18;1248;23141;17824;1347,00;1,298;13,22;;;;;0;
15400000;2;24/01/1971;01/01/1900 07:00:00;17;1052;18545;15805;1336,00;1,173;11,82;;;;;0;
15400000;2;23/01/1971;01/01/1900 07:00:00;16;1064;18647;15732;1339,00;1,185;11,74;;;;;0;
15400000;2;15/01/1971;01/01/1900 07:00:00;15;1057;18876;15789;1338,00;1,195;11,80;;;;;0;
15400000;2;14/01/1971;01/01/1900 07:00:00;14;1055;19212;15767;1342,00;1,218;11,74;;;;;0;
15400000;2;13/12/1970;01/01/1900 07:00:00;13;490;7560;8945;1317,00;0,845;6,79;;;;;0;
15400000;2;12/12/1970;01/01/1900 07:00:00;12;447;6982;8005;1314,00;0,872;6,09;;;;;0;
15400000;2;06/12/1970;01/01/1900 07:00:00;11;294;4306;6212;1311,00;0,693;4,74;;;;;0;
15400000;2;08/11/1970;01/01/1900 07:00:00;10;426;6267;7815;1313,00;0,802;5,95;;;;;0;
15400000;2;19/10/1970;01/01/1900 07:00:00;9;352;4597;6150;1310,00;0,747;4,69;;;;;0;
15400000;2;04/10/1970;01/01/1900 07:00:00;8;300;4431;5855;1309,00;0,756;4,47;;;;;0;
15400000;2;19/09/1970;01/01/1900 07:00:00;7;304;4013;5332;1308,00;0,753;4,07;;;;;0;
15400000;2;03/09/1970;01/01/1900 07:00:00;6;264;3934;5392;1307,00;0,729;4,12;;;;;0;
15400000;2;20/08/1970;01/01/1900 07:00:00;5;379;5420;6861;1310,00;0,789;5,23;;;;;0;
15400000;2;04/08/1970;01/01/1900 07:00:00;4;449;6798;7998;1312,00;0,849;6,09;;;;;0;
15400000;2;28/07/1970;01/01/1900 07:00:00;3;479;6848;8306;1316,00;0,824;6,30;;;;;0;
15400000;2;18/07/1970;01/01/1900 07:00:00;2;581;8878;9732;1318,00;0,912;7,38;;;;;0;
